433279842;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279843;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279844;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279845;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279846;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279847;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279848;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279849;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279850;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279851;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279852;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279853;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279854;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279855;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279856;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279857;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279858;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279859;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279860;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279861;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279862;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279863;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;BUSINESS;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279864;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279865;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279866;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279867;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279868;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279869;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279870;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279871;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279872;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279873;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279874;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279875;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279876;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279877;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279878;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279879;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279880;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279881;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279882;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279883;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279884;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279885;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279886;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279887;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279888;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
433279889;VISA;BANCO DE SANTA CRUZ S.A.;CREDIT;COMMERCIAL AGRICULTURE;ARGENTINA;AR;ARG;32;;;16;COMMERCIAL;N
